NDC Description,NDC,Effective_Date,OTC,Pricing_Unit,Classification_for_Rate_Setting,Corresponding_Generic_Drug_Effective_Date,Explanation_Code,NADAC_Per_Unit,Corresponding_Generic_Drug_NADAC_Per_Unit
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00904653880,02/01/2020 12:00:00 AM,N,EA,G,,1,0.23477,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00904653880,03/01/2020 12:00:00 AM,N,EA,G,,1,0.24837,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00904653880,04/01/2020 12:00:00 AM,N,EA,G,,1,0.23283,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00904653880,05/01/2020 12:00:00 AM,N,EA,G,,1,0.21731,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00904653880,06/01/2020 12:00:00 AM,N,EA,G,,1,0.20302,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00904653880,07/01/2020 12:00:00 AM,N,EA,G,,1,0.20135,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00904653880,08/01/2020 12:00:00 AM,N,EA,G,,1,0.19150,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00904653880,09/01/2020 12:00:00 AM,N,EA,G,,1,0.19854,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00904653880,10/01/2020 12:00:00 AM,N,EA,G,,1,0.18681,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005310,01/01/2020 12:00:00 AM,N,EA,G,,1,0.25481,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005310,02/01/2020 12:00:00 AM,N,EA,G,,1,0.23477,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005310,03/01/2020 12:00:00 AM,N,EA,G,,1,0.24837,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005310,04/01/2020 12:00:00 AM,N,EA,G,,1,0.23283,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005310,05/01/2020 12:00:00 AM,N,EA,G,,1,0.21731,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005310,06/01/2020 12:00:00 AM,N,EA,G,,1,0.20302,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005310,07/01/2020 12:00:00 AM,N,EA,G,,1,0.20135,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005310,08/01/2020 12:00:00 AM,N,EA,G,,1,0.19150,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005310,09/01/2020 12:00:00 AM,N,EA,G,,1,0.19854,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005310,10/01/2020 12:00:00 AM,N,EA,G,,1,0.18681,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005350,01/01/2020 12:00:00 AM,N,EA,G,,1,0.25481,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005350,02/01/2020 12:00:00 AM,N,EA,G,,1,0.23477,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005350,03/01/2020 12:00:00 AM,N,EA,G,,1,0.24837,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005350,04/01/2020 12:00:00 AM,N,EA,G,,1,0.23283,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005350,05/01/2020 12:00:00 AM,N,EA,G,,1,0.21731,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005350,06/01/2020 12:00:00 AM,N,EA,G,,1,0.20302,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005350,07/01/2020 12:00:00 AM,N,EA,G,,1,0.20135,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005350,08/01/2020 12:00:00 AM,N,EA,G,,1,0.19150,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005350,09/01/2020 12:00:00 AM,N,EA,G,,1,0.19854,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005350,10/01/2020 12:00:00 AM,N,EA,G,,1,0.18681,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053601,01/01/2020 12:00:00 AM,N,EA,G,,1,0.25481,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053601,02/01/2020 12:00:00 AM,N,EA,G,,1,0.23477,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053601,03/01/2020 12:00:00 AM,N,EA,G,,1,0.24837,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053601,04/01/2020 12:00:00 AM,N,EA,G,,1,0.23283,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053601,05/01/2020 12:00:00 AM,N,EA,G,,1,0.21731,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053601,06/01/2020 12:00:00 AM,N,EA,G,,1,0.20302,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053601,07/01/2020 12:00:00 AM,N,EA,G,,1,0.20135,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053601,08/01/2020 12:00:00 AM,N,EA,G,,1,0.19150,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053601,09/01/2020 12:00:00 AM,N,EA,G,,1,0.19854,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053601,10/01/2020 12:00:00 AM,N,EA,G,,1,0.18681,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053605,01/01/2020 12:00:00 AM,N,EA,G,,1,0.25481,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053605,02/01/2020 12:00:00 AM,N,EA,G,,1,0.23477,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053605,03/01/2020 12:00:00 AM,N,EA,G,,1,0.24837,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053605,04/01/2020 12:00:00 AM,N,EA,G,,1,0.23283,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053605,05/01/2020 12:00:00 AM,N,EA,G,,1,0.21731,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053605,06/01/2020 12:00:00 AM,N,EA,G,,1,0.20302,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053605,07/01/2020 12:00:00 AM,N,EA,G,,1,0.20135,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053605,08/01/2020 12:00:00 AM,N,EA,G,,1,0.19150,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053605,09/01/2020 12:00:00 AM,N,EA,G,,1,0.19854,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781053605,10/01/2020 12:00:00 AM,N,EA,G,,1,0.18681,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062501,01/01/2020 12:00:00 AM,N,EA,G,,1,0.25481,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062501,02/01/2020 12:00:00 AM,N,EA,G,,1,0.23477,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062501,03/01/2020 12:00:00 AM,N,EA,G,,1,0.24837,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062501,04/01/2020 12:00:00 AM,N,EA,G,,1,0.23283,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062501,05/01/2020 12:00:00 AM,N,EA,G,,1,0.21731,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062501,06/01/2020 12:00:00 AM,N,EA,G,,1,0.20302,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062501,07/01/2020 12:00:00 AM,N,EA,G,,1,0.20135,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062501,08/01/2020 12:00:00 AM,N,EA,G,,1,0.19150,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062501,09/01/2020 12:00:00 AM,N,EA,G,,1,0.19854,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062501,10/01/2020 12:00:00 AM,N,EA,G,,1,0.18681,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062505,01/01/2020 12:00:00 AM,N,EA,G,,1,0.25481,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062505,02/01/2020 12:00:00 AM,N,EA,G,,1,0.23477,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062505,03/01/2020 12:00:00 AM,N,EA,G,,1,0.24837,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062505,04/01/2020 12:00:00 AM,N,EA,G,,1,0.23283,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062505,05/01/2020 12:00:00 AM,N,EA,G,,1,0.21731,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062505,06/01/2020 12:00:00 AM,N,EA,G,,1,0.20302,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062505,07/01/2020 12:00:00 AM,N,EA,G,,1,0.20135,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062505,08/01/2020 12:00:00 AM,N,EA,G,,1,0.19150,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062505,09/01/2020 12:00:00 AM,N,EA,G,,1,0.19854,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062505,10/01/2020 12:00:00 AM,N,EA,G,,1,0.18681,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054001,01/01/2020 12:00:00 AM,N,EA,G,,1,0.25481,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054001,02/01/2020 12:00:00 AM,N,EA,G,,1,0.23477,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054001,03/01/2020 12:00:00 AM,N,EA,G,,1,0.24837,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054001,04/01/2020 12:00:00 AM,N,EA,G,,1,0.23283,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054001,05/01/2020 12:00:00 AM,N,EA,G,,1,0.21731,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054001,06/01/2020 12:00:00 AM,N,EA,G,,1,0.20302,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054001,07/01/2020 12:00:00 AM,N,EA,G,,1,0.20135,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054001,08/01/2020 12:00:00 AM,N,EA,G,,1,0.19150,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054001,09/01/2020 12:00:00 AM,N,EA,G,,1,0.19854,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054001,10/01/2020 12:00:00 AM,N,EA,G,,1,0.18681,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054005,01/01/2020 12:00:00 AM,N,EA,G,,1,0.25481,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054005,02/01/2020 12:00:00 AM,N,EA,G,,1,0.23477,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054005,03/01/2020 12:00:00 AM,N,EA,G,,1,0.24837,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054005,04/01/2020 12:00:00 AM,N,EA,G,,1,0.23283,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054005,05/01/2020 12:00:00 AM,N,EA,G,,1,0.21731,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054005,06/01/2020 12:00:00 AM,N,EA,G,,1,0.20302,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054005,07/01/2020 12:00:00 AM,N,EA,G,,1,0.20135,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054005,08/01/2020 12:00:00 AM,N,EA,G,,1,0.19150,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054005,09/01/2020 12:00:00 AM,N,EA,G,,1,0.19854,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,51862054005,10/01/2020 12:00:00 AM,N,EA,G,,1,0.18681,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039611,01/01/2020 12:00:00 AM,N,EA,G,,1,0.25481,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039611,02/01/2020 12:00:00 AM,N,EA,G,,1,0.23477,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039611,03/01/2020 12:00:00 AM,N,EA,G,,1,0.24837,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039611,04/01/2020 12:00:00 AM,N,EA,G,,1,0.23283,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039611,05/01/2020 12:00:00 AM,N,EA,G,,1,0.21731,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039611,06/01/2020 12:00:00 AM,N,EA,G,,1,0.20302,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039611,07/01/2020 12:00:00 AM,N,EA,G,,1,0.20135,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039611,08/01/2020 12:00:00 AM,N,EA,G,,1,0.19150,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039611,09/01/2020 12:00:00 AM,N,EA,G,,1,0.19854,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039611,10/01/2020 12:00:00 AM,N,EA,G,,1,0.18681,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039665,01/01/2020 12:00:00 AM,N,EA,G,,1,0.25481,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039665,02/01/2020 12:00:00 AM,N,EA,G,,1,0.23477,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039665,03/01/2020 12:00:00 AM,N,EA,G,,1,0.24837,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039665,04/01/2020 12:00:00 AM,N,EA,G,,1,0.23283,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039665,05/01/2020 12:00:00 AM,N,EA,G,,1,0.21731,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039665,06/01/2020 12:00:00 AM,N,EA,G,,1,0.20302,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039665,07/01/2020 12:00:00 AM,N,EA,G,,1,0.20135,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039665,08/01/2020 12:00:00 AM,N,EA,G,,1,0.19150,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039665,09/01/2020 12:00:00 AM,N,EA,G,,1,0.19854,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039665,10/01/2020 12:00:00 AM,N,EA,G,,1,0.18681,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,00603254021,01/01/2020 12:00:00 AM,N,EA,G,,1,0.69459,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,00603254021,02/01/2020 12:00:00 AM,N,EA,G,,1,1.00875,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,00603254021,03/01/2020 12:00:00 AM,N,EA,G,,1,1.00631,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,00603254021,04/01/2020 12:00:00 AM,N,EA,G,,1,0.87255,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,00603254021,05/01/2020 12:00:00 AM,N,EA,G,,1,0.78391,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,00603254021,06/01/2020 12:00:00 AM,N,EA,G,,1,1.04819,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,00603254021,07/01/2020 12:00:00 AM,N,EA,G,,1,0.99666,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,00603254021,08/01/2020 12:00:00 AM,N,EA,G,,1,0.93760,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,00603254021,09/01/2020 12:00:00 AM,N,EA,G,,1,0.94399,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,00603254021,10/01/2020 12:00:00 AM,N,EA,G,,1,0.98501,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,43199005301,01/01/2020 12:00:00 AM,N,EA,G,,1,0.69459,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,43199005301,02/01/2020 12:00:00 AM,N,EA,G,,1,1.00875,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781053501,01/01/2020 12:00:00 AM,N,EA,G,,1,0.69459,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781053501,02/01/2020 12:00:00 AM,N,EA,G,,1,1.00875,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781053501,03/01/2020 12:00:00 AM,N,EA,G,,1,1.00631,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781053501,04/01/2020 12:00:00 AM,N,EA,G,,1,0.87255,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781053501,05/01/2020 12:00:00 AM,N,EA,G,,1,0.78391,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781053501,06/01/2020 12:00:00 AM,N,EA,G,,1,1.04819,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781053501,07/01/2020 12:00:00 AM,N,EA,G,,1,0.99666,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781053501,08/01/2020 12:00:00 AM,N,EA,G,,1,0.93760,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781053501,09/01/2020 12:00:00 AM,N,EA,G,,1,0.94399,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781053501,10/01/2020 12:00:00 AM,N,EA,G,,1,0.98501,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781062801,01/01/2020 12:00:00 AM,N,EA,G,,1,0.69459,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781062801,02/01/2020 12:00:00 AM,N,EA,G,,1,1.00875,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781062801,03/01/2020 12:00:00 AM,N,EA,G,,1,1.00631,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781062801,04/01/2020 12:00:00 AM,N,EA,G,,1,0.87255,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781062801,05/01/2020 12:00:00 AM,N,EA,G,,1,0.78391,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781062801,06/01/2020 12:00:00 AM,N,EA,G,,1,1.04819,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781062801,07/01/2020 12:00:00 AM,N,EA,G,,1,0.99666,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781062801,08/01/2020 12:00:00 AM,N,EA,G,,1,0.93760,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781062801,09/01/2020 12:00:00 AM,N,EA,G,,1,0.94399,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,47781062801,10/01/2020 12:00:00 AM,N,EA,G,,1,0.98501,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,54879002601,01/01/2020 12:00:00 AM,N,EA,G,,1,0.69459,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,54879002601,02/01/2020 12:00:00 AM,N,EA,G,,1,1.00875,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072101,01/01/2020 12:00:00 AM,N,EA,G,,1,0.69459,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072101,02/01/2020 12:00:00 AM,N,EA,G,,1,1.00875,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072101,03/01/2020 12:00:00 AM,N,EA,G,,1,1.00631,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072101,04/01/2020 12:00:00 AM,N,EA,G,,1,0.87255,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072101,05/01/2020 12:00:00 AM,N,EA,G,,1,0.78391,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072101,06/01/2020 12:00:00 AM,N,EA,G,,1,1.04819,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072101,07/01/2020 12:00:00 AM,N,EA,G,,1,0.99666,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072101,08/01/2020 12:00:00 AM,N,EA,G,,1,0.93760,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072101,09/01/2020 12:00:00 AM,N,EA,G,,1,0.94399,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072101,10/01/2020 12:00:00 AM,N,EA,G,,1,0.98501,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072130,01/01/2020 12:00:00 AM,N,EA,G,,1,0.69459,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072130,02/01/2020 12:00:00 AM,N,EA,G,,1,1.00875,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072130,03/01/2020 12:00:00 AM,N,EA,G,,1,1.00631,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072130,04/01/2020 12:00:00 AM,N,EA,G,,1,0.87255,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072130,05/01/2020 12:00:00 AM,N,EA,G,,1,0.78391,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072130,06/01/2020 12:00:00 AM,N,EA,G,,1,1.04819,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072130,07/01/2020 12:00:00 AM,N,EA,G,,1,0.99666,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072130,08/01/2020 12:00:00 AM,N,EA,G,,1,0.93760,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072130,09/01/2020 12:00:00 AM,N,EA,G,,1,0.94399,
BUTALBITAL-ACETAMINOPHEN 50-325 MG TAB,68047072130,10/01/2020 12:00:00 AM,N,EA,G,,1,0.98501,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00527409537,03/01/2020 12:00:00 AM,N,EA,G,,1,1.65069,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00527409537,04/01/2020 12:00:00 AM,N,EA,G,,1,1.52377,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00527409537,05/01/2020 12:00:00 AM,N,EA,G,,1,1.60228,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00527409537,06/01/2020 12:00:00 AM,N,EA,G,,1,1.49112,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00527409537,07/01/2020 12:00:00 AM,N,EA,G,,1,1.44452,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00527409537,08/01/2020 12:00:00 AM,N,EA,G,,1,1.05519,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00527409537,09/01/2020 12:00:00 AM,N,EA,G,,1,0.82570,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00527409537,10/01/2020 12:00:00 AM,N,EA,G,,1,0.73875,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264001,01/01/2020 12:00:00 AM,N,EA,G,,1,1.54224,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264001,02/01/2020 12:00:00 AM,N,EA,G,,1,1.63189,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264001,03/01/2020 12:00:00 AM,N,EA,G,,1,1.65821,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264001,04/01/2020 12:00:00 AM,N,EA,G,,1,1.52377,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264001,05/01/2020 12:00:00 AM,N,EA,G,,1,1.60228,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264001,06/01/2020 12:00:00 AM,N,EA,G,,1,1.49112,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264001,07/01/2020 12:00:00 AM,N,EA,G,,1,1.44452,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264001,08/01/2020 12:00:00 AM,N,EA,G,,1,1.05519,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264001,09/01/2020 12:00:00 AM,N,EA,G,,1,0.82570,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264001,10/01/2020 12:00:00 AM,N,EA,G,,1,0.73875,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264005,01/01/2020 12:00:00 AM,N,EA,G,,1,1.54224,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264005,02/01/2020 12:00:00 AM,N,EA,G,,1,1.63189,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264005,03/01/2020 12:00:00 AM,N,EA,G,,1,1.65821,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264005,04/01/2020 12:00:00 AM,N,EA,G,,1,1.52377,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264005,05/01/2020 12:00:00 AM,N,EA,G,,1,1.60228,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264005,06/01/2020 12:00:00 AM,N,EA,G,,1,1.49112,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264005,07/01/2020 12:00:00 AM,N,EA,G,,1,1.44452,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264005,08/01/2020 12:00:00 AM,N,EA,G,,1,1.05519,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264005,09/01/2020 12:00:00 AM,N,EA,G,,1,0.82570,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,00591264005,10/01/2020 12:00:00 AM,N,EA,G,,1,0.73875,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,11534018701,01/01/2020 12:00:00 AM,N,EA,G,,1,1.54224,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,11534018701,02/01/2020 12:00:00 AM,N,EA,G,,1,1.63189,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50-300-40 MG CAPSULE,11534018701,03/01/2020 12:00:00 AM,N,EA,G,,1,1.65821,
